"Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","month","temp","prcp","dewp","NUM_COLLISIONS"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,"Aug",72,0,49.8,527
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Aug",72.8,0,53.9,459
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,"Aug",74.5,0,56.8,521
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,"Aug",77.8,0.05,66.1,506
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,"Aug",76.4,0.01,68,482
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,"Aug",73.8,0.43,67.5,572
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,"Aug",75.1,0,64.3,599
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,"Aug",78.3,0,68.8,480
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,"Sep",78.9,0,70.1,480
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,"Sep",76.9,0,71.8,431
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,"Sep",75.7,0.08,64.8,551
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,"Sep",72.7,0.03,54,604
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,"Sep",73,0,51.4,493
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,"Sep",64.7,0,39.9,524
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,"Sep",67.8,0,45.9,585
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,"Sep",73.7,0,52.8,500
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,"Sep",65.3,0,45.6,632
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,"Sep",74.9,0.01,63.7,629
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,"Sep",84.4,0,70.9,576
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,"Sep",80,0,69.8,695
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,"Sep",70.1,1.66,61.5,652
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,"Sep",60.3,0.06,44.5,519
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,"Sep",60.4,0,43.3,476
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,"Sep",65.2,0.01,51.7,570
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,"Sep",57.8,0.02,38.3,627
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,"Sep",60,0,41.9,571
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,"Sep",64.3,0,47.4,536
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,"Sep",67.6,0,53.9,631
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,"Sep",67.7,0,59.5,546
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,"Sep",65.3,1.17,53.6,585
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,"Sep",57.5,0.45,39.8,661
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,"Sep",58.4,0,40.3,615
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,"Sep",62.5,0,43.4,539
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,"Sep",63,0,52.3,516
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,"Sep",61.8,0,50.8,553
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,"Sep",64.1,0,49.4,547
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,"Sep",63.7,0,52.2,506
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,"Sep",63.1,0,50.7,605
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,"Oct",68.2,0,52.1,616
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,"Oct",72.7,0,55.9,647
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,"Oct",71.7,0,54.7,590
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,"Oct",73.5,0,59.7,658
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,"Oct",69.5,0,61.5,497
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,"Oct",67.2,0,63.1,404
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,"Oct",69.6,0,64.7,618
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,"Oct",60.8,0.25,43.9,574
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,"Oct",58.3,0,42.3,529
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,"Oct",58.4,0,48.4,559
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,"Oct",63.3,0,54.4,621
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,"Oct",65.2,0.02,45.7,556
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,"Oct",60.3,0,49.4,502
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,"Oct",58.2,0,46.2,440
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,"Oct",60,0,49.6,615
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,"Oct",60.6,0,51.9,548
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,"Oct",65.3,0,58.1,574
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,"Oct",63.5,0.02,47.6,680
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,"Oct",58.3,0,42,471
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,"Oct",57.4,0.01,39.6,490
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,"Oct",57.4,0,35.5,616
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,"Oct",59.5,0,44.8,540
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,"Oct",51.8,0,35.1,558
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,"Oct",47.4,0,29.5,632
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,"Oct",46.3,0,27.4,647
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,"Oct",47.9,0,29,626
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,"Oct",52.1,0,28.9,512
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,"Oct",51.5,0,29.6,620
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,"Oct",50.2,0,30,600
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,"Oct",52.8,0,39,558
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,"Oct",59.7,0,52.7,615
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,"Nov",66.2,0.07,56.7,710
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,"Nov",61.3,0.12,46.6,551
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,"Nov",49.6,0,32.9,415
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,"Nov",39.4,0,15.9,658
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,"Nov",46.8,0,30.4,510
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,"Nov",54.4,0,42.1,635
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,"Nov",57.8,0,51,646
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,"Nov",45,0.13,26.7,682
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,"Nov",43.7,0,24.2,571
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,"Nov",49.6,0,31.1,474
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,"Nov",48.2,0,25,456
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,"Nov",42.8,0.02,24.9,647
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,"Nov",33.1,0.01,12.9,593
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,"Nov",40.7,0,15.2,620
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,"Nov",50,0,20.2,617
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,"Nov",52.3,0.03,35.5,612
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,"Nov",54.6,0.02,49.8,532
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,"Nov",60.4,0.25,45.5,611
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,"Nov",47.1,0.22,23.1,600
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,"Nov",37.5,0,16,607
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,"Nov",42.1,0,24.8,628
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,"Nov",52.8,0.01,43.7,702
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,"Nov",46.3,0.06,27.8,536
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,"Nov",27.6,0,4.8,494
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,"Nov",27.5,0,6.8,710
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,"Nov",48.5,2.18,44.4,742
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,"Nov",33.2,0.31,13.3,429
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,"Nov",33.7,0,13.8,437
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,"Nov",31.2,0,14.3,479
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Dec",41.3,0,28.2,420
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,"Dec",45.1,0,32.4,549
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,"Dec",44.8,0,34.3,553
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,"Dec",45.7,0,34.7,520
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,"Dec",52.8,0.01,47,573
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,"Dec",52.4,0.04,48.3,759
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,"Dec",38.2,0.83,29.1,567
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Dec",31.6,0.14,15.6,456
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,"Dec",34.6,0.28,31.2,639
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,"Dec",35.7,0.1,30.2,539
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,"Dec",30.1,0.23,14.1,605
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,"Dec",26.8,0,8,648
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,"Dec",27.8,0,7.7,695
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,"Dec",28.2,0,17.5,690
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Dec",33.1,1.45,27.5,450
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,"Dec",30.3,0.72,12.7,640
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,"Dec",27.3,0.01,16,703
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,"Dec",28.9,0.18,18.3,701
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,"Dec",36.5,0,20.7,607
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,"Dec",46.8,0,28.4,674
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,"Dec",55.4,0.01,44.4,594
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Dec",65.5,0,55.4,505
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,"Dec",59.8,0.07,54,707
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,"Dec",38.8,0.44,23.9,515
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,"Dec",31.9,0,18.7,428
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,"Dec",35.2,0,18.7,476
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,"Dec",43,0,22,475
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Dec",45.9,0,30.4,394
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,"Dec",39.8,1.2,29.2,476
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,"Dec",26,0,10.4,465
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Jan",28.2,0,10.7,399
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Jan",28.5,0.02,19.6,603
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Jan",15.6,0.58,6.7,423
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Jan",15.8,0.02,-1.4,418
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Jan",30.3,0,21.9,320
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Jan",45.6,0.23,39.8,518
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Jan",12.3,0.27,-8,491
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Jan",12.9,0,-5.1,616
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Jan",25.3,0,5.4,561
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Jan",32.3,0,22.6,667
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Jan",47.7,1.4,45.2,465
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Jan",47.6,0.42,33.8,388
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Jan",42.7,0.05,29.3,568
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Jan",48.3,0,40,559
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Jan",42.6,0.38,37.5,583
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Jan",39.4,0,32.7,521
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Jan",37.8,0,23.5,589
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Jan",37.6,0,26.9,448
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Jan",29.1,0.07,16,380
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Jan",39,0,21.1,360
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Jan",12.3,0.46,0,498
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Jan",13.1,0.02,-2.3,612
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Jan",14.7,0,-3.6,705
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Jan",21.8,0,6.6,475
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Jan",21.4,0.04,5.3,465
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Jan",34.8,0,17.4,511
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Jan",17.8,0,-7.2,504
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Jan",17.4,0.04,-2.4,649
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Jan",21.2,0,0.2,657
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Jan",30.7,0,9.9,560
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Feb",39.1,0,17.2,507
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Feb",45.1,0,34.2,417
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Feb",28.3,0.84,20.9,613
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Feb",31.8,0.97,27.5,468
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Feb",27.3,1.43,18.7,569
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Feb",27.6,0,13.5,675
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Feb",25.9,0,5,424
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Feb",25.5,0,8.3,450
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Feb",25.1,0.1,12.4,678
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Feb",21.7,0,4.1,636
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Feb",18.9,0,2.7,640
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Feb",29.9,0.25,24.8,447
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Feb",35.5,1.83,26.4,792
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Feb",35.6,0.3,23.9,516
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Feb",26.6,0.13,11.6,464
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Feb",23.7,0,3.1,491
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Feb",32,0.07,18.5,518
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Feb",38.4,0.09,28.2,552
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Feb",42.8,0.26,26.6,556
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Feb",39.4,0.03,36.3,545
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Feb",46,0.09,25.8,587
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Feb",48.6,0,26,414
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Feb",39.1,0,17,569
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Feb",28.2,0,9,513
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Feb",27.4,0,9.3,511
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Feb",24.6,0.03,1.3,571
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Feb",16.5,0,-8,655
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,"Mar",27.2,0,5.8,497
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,"Mar",36.9,0,17.9,344
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,"Mar",25.3,0.04,7.2,440
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,"Mar",20.1,0,-0.1,532
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,"Mar",31.3,0,6,491
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,"Mar",24.5,0,4.1,558
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,"Mar",30.2,0,17.9,533
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,"Mar",42.8,0,26.9,515
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,"Mar",41.4,0,18.9,404
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,"Mar",42.3,0,18.9,513
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,"Mar",53.6,0,30.9,510
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,"Mar",52.5,0,38.4,515
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,"Mar",28.7,0.35,11.7,545
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,"Mar",30.5,0,5.2,585
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,"Mar",49.9,0,24.2,519
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,"Mar",37,0,10.4,412
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,"Mar",28.9,0,2.5,519
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,"Mar",33.9,0,7.3,551
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,"Mar",36.9,0,27.1,525
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,"Mar",45.6,0.92,34.5,627
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,"Mar",44.1,0,18.4,589
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,"Mar",49.9,0,25.2,493
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,"Mar",40.9,0,17.7,427
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,"Mar",28,0,2.8,547
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,"Mar",32.4,0,7.4,474
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,"Mar",33.1,0,9.4,563
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,"Mar",30.5,0,6.5,538
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,"Mar",48,0,33.7,530
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,"Mar",50.7,0.04,42.9,569
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,"Mar",45.3,2.01,41.9,437
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,"Mar",43.5,0.3,32.6,559
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Apr",46.8,0.01,26.9,549
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Apr",47.3,0,35.6,519
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Apr",53.6,0,30.8,592
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Apr",44.4,0.1,35.3,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Apr",45.8,0.18,32.8,580
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Apr",45.3,0,19.9,484
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Apr",47.2,0,31.4,533
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Apr",52.6,0.86,44.1,606
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Apr",52.2,0.34,28.7,595
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Apr",50.5,0,19.3,645
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Apr",62.1,0,37.1,609
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Apr",60.4,0,39.7,578
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Apr",63,0,42.1,482
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Apr",67.3,0,52.2,514
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Apr",58.5,0.07,53.5,452
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"Apr",38.8,0.69,22,570
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,"Apr",41.6,0.05,21.3,508
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,"Apr",41.4,0,28.1,496
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Apr",52.6,0,28.3,525
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Apr",52.1,0,26.1,393
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,"Apr",52,0,27.4,521
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,"Apr",59,0,44.3,459
