day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
5,2021,5,7,07/05/2021,57.7,32.1,1012.8,10,3.7,7,999.9,66,48.9,0,999.9,0,319
6,2021,5,8,08/05/2021,51.8,40,1011.1,10,2.9,8,15.9,66,48.9,0,999.9,1,305
6,2021,5,8,08/05/2021,51.8,40,1011.1,10,2.9,8,15.9,66,48.9,0,999.9,1,305
1,2014,5,19,19/05/2014,60.3,32.4,1020.9,10,4.3,11.1,15.9,72,48.9,0,999.9,0,572
1,2019,4,15,15/04/2019,57.6,47.7,997.2,9,5.9,18.1,33,64.9,48.9,0.74,999.9,1,657
2,2014,5,20,20/05/2014,66.2,36.9,1018.3,10,2.9,7,999.9,78.1,48.9,0,999.9,0,650
2,2021,6,1,01/06/2021,64.8,50.3,1023.9,10,0.9,4.1,999.9,75.9,48.9,0.02,999.9,0,355
2,2021,6,1,01/06/2021,64.8,50.3,1023.9,10,0.9,4.1,999.9,75.9,48.9,0.02,999.9,0,355
6,2019,4,27,27/04/2019,54.3,37,1000.2,8.8,6.9,15,28.9,59,48.9,1.03,999.9,0,526
1,2020,9,21,21/09/2020,56.8,34.7,1033.7,10,4,8.9,19,64.9,48.9,0,999.9,0,310
1,2020,10,12,12/10/2020,53.6,50,1021.8,6.1,7.2,14,25.1,66.9,48.9,0.2,999.9,1,323
2,2020,10,13,13/10/2020,55.3,53.5,1012.7,4.7,6.7,11.1,18.1,57.9,48.9,0.94,999.9,1,323
3,2017,4,26,26/04/2017,55.1,53.9,1009.2,4.5,6.8,14,26,60.1,48.9,1.2,999.9,0,630
1,2017,5,1,01/05/2017,57.2,49.7,1015.2,6.8,4.2,7,999.9,73.9,48.9,0,999.9,0,639
3,2018,11,7,07/11/2018,57,44.3,1013.5,9.5,999.9,999.9,999.9,62.1,48.9,0.68,999.9,0,696
1,2020,4,6,06/04/2020,55.8,36,1015.5,9.6,4.8,8.9,999.9,66,48.9,0.07,999.9,1,127
2,2020,4,7,07/04/2020,57.6,24.8,1012.8,10,3.8,11.1,18.1,68,48.9,0,999.9,0,129
4,2020,4,9,09/04/2020,51.6,42.1,997.5,9.7,6.1,18.1,33,64,48.9,0.12,999.9,1,103
5,2020,5,1,01/05/2020,57.6,53.5,1005.6,6.4,4.5,13,29.9,66,48.9,0.68,999.9,1,186
4,2013,5,2,02/05/2013,58.9,41.2,1030.2,10,2.3,7,999.9,72,48.9,0,999.9,0,585
1,2021,10,18,18/10/2021,53.2,39.7,1010.9,9.9,5.8,13,25.1,61,48.9,0,999.9,0,318
1,2021,10,18,18/10/2021,53.2,39.7,1010.9,9.9,5.8,13,25.1,61,48.9,0,999.9,0,318
4,2021,10,28,28/10/2021,53.4,42,1012.9,10,4.3,8,999.9,61,48.9,0.16,999.9,0,343
4,2021,10,28,28/10/2021,53.4,42,1012.9,10,4.3,8,999.9,61,48.9,0.16,999.9,0,343
2,2021,11,2,02/11/2021,50.8,35,1022.1,10,2.1,8.9,999.9,57.9,48.9,0,999.9,0,276
2,2021,11,2,02/11/2021,50.8,35,1022.1,10,2.1,8.9,999.9,57.9,48.9,0,999.9,0,276
5,2016,4,1,01/04/2016,67.3,56.1,1003.5,9.7,4.8,9.9,18.1,79,48.9,0.01,999.9,0,702
6,2016,4,2,02/04/2016,55.4,43.4,1000.4,9.4,3.3,8,14,69.1,48.9,0.01,999.9,0,597
2,2020,8,4,04/08/2020,74.7,70.2,1013.4,6.9,5.3,20,38.1,84,69.8,0.61,999.9,1,451
2,2018,7,17,17/07/2018,79.2,72,1011.1,7.2,3,14,22.9,86,69.8,0,999.9,1,680
5,2013,8,30,30/08/2013,75.1,64.3,1014.8,9.2,3.6,7,999.9,84,69.8,0,999.9,0,599
5,2020,9,11,11/09/2020,73.4,65.9,1021.1,8,4,8.9,15.9,75.9,69.8,0.91,999.9,1,351
1,2014,7,14,14/07/2014,75.7,70.8,1011.4,7.2,3,5.1,999.9,82.9,69.8,0.03,999.9,0,567
6,2016,8,20,20/08/2016,76.7,69.1,1013.3,7.2,3.9,9.9,20,82.9,69.8,0.01,999.9,1,579
4,2016,8,25,25/08/2016,77.8,64.2,9999.9,999.9,999.9,999.9,999.9,86,69.8,0,999.9,0,659
4,2018,10,11,11/10/2018,73.1,70,1009.9,8.6,1.6,6,999.9,75.9,69.8,0,999.9,1,741
1,2017,6,19,19/06/2017,79.3,72.1,1009.4,8.6,3.4,8.9,17.1,87.1,69.8,0,999.9,1,819
3,2019,7,31,31/07/2019,78.9,67.8,1016,8.2,2.9,8,17.1,84.9,69.8,0.01,999.9,1,604
7,2012,8,12,12/08/2012,77.8,65.4,1012.5,8.7,5.7,22,29.9,84.9,69.8,0.62,999.9,0,505
2,2012,8,28,28/08/2012,77.9,67.4,1011.5,9,6,15.9,22.9,86,69.8,0.75,999.9,0,587
3,2017,1,18,18/01/2017,39.2,37.7,1013.7,6.2,6.3,9.9,15,41,37.4,0.41,999.9,0,549
7,2012,11,11,11/11/2012,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,526
2,2012,12,4,04/12/2012,51.9,47.1,1022.8,5.6,2.9,9.9,999.9,62.1,37.4,0.04,999.9,1,621
1,2019,12,30,30/12/2019,39.4,38.3,1012.4,2.7,10,20,34,41,37.4,0.56,999.9,1,518
1,2018,4,16,16/04/2018,45.5,42,1004.9,4.7,11.5,18.1,38.1,59,37.4,1.68,999.9,1,741
4,2018,5,17,17/05/2018,61.2,58.5,1016.6,4.2,1.3,4.1,999.9,71.1,55.4,0.54,999.9,0,732
2,2016,5,17,17/05/2016,59.1,37.6,9999.9,9.9,3.5,5.1,999.9,64.4,55.4,0,999.9,0,624
5,2017,5,26,26/05/2017,62.1,55.6,1001.3,8.5,5.5,14,24.1,73,55.4,0.6,999.9,0,776
1,2017,5,29,29/05/2017,58.2,53.1,1014,9.3,4.5,8,999.9,63,55.4,0.09,999.9,0,371
1,2012,8,27,27/08/2012,71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81,55.4,0.01,999.9,1,548
1,2012,9,3,03/09/2012,73.8,65.1,1019.8,10,4.5,14,999.9,79,55.4,0,999.9,0,373
1,2012,9,10,10/09/2012,65.4,49.1,1014.3,10,5.7,20,26,71.1,55.4,0.16,999.9,0,637
5,2012,9,14,14/09/2012,70.5,57.7,1023.4,9.7,2.3,9.9,999.9,80.1,55.4,0,999.9,0,609
2,2013,5,28,28/05/2013,61.1,47.1,1022.2,7.1,2.3,7,999.9,66.9,55.4,0,999.9,1,686
7,2012,9,23,23/09/2012,63.8,50.3,1015.4,9,6.4,12,15.9,72,55.4,0.22,999.9,0,480
4,2012,9,27,27/09/2012,69,60.4,1019.4,8.7,1.8,16.9,20,73.9,55.4,0.01,999.9,0,620
7,2021,11,14,14/11/2021,42.7,30.8,1012.1,10,3.6,11.1,20,46.9,37.9,0.33,999.9,0,269
7,2021,11,14,14/11/2021,42.7,30.8,1012.1,10,3.6,11.1,20,46.9,37.9,0.33,999.9,0,269
1,2021,11,15,15/11/2021,43.5,33.6,1009,9.9,5.2,11.1,20,48,37.9,0.02,999.9,1,343
1,2021,11,15,15/11/2021,43.5,33.6,1009,9.9,5.2,11.1,20,48,37.9,0.02,999.9,1,343
6,2016,12,24,24/12/2016,42.1,32.2,1024.6,7.9,4.9,9.9,19,46.9,37.9,0.02,999.9,0,554
7,2016,12,25,25/12/2016,43.9,30.6,1029.1,10,4.9,8.9,17.1,50,37.9,0.45,999.9,0,365
6,2012,10,13,13/10/2012,45.2,25.9,1030.8,10,3.1,20,27,52,37.9,0,999.9,0,547
3,2017,1,11,11/01/2017,45.8,37.8,1024.9,9.5,5.3,12,20,52,37.9,0.26,3.1,0,629
5,2014,3,28,28/03/2014,48,33.7,1019.9,9.6,5.1,9.9,19,61,37.9,0,999.9,0,530
1,2012,11,5,05/11/2012,42.3,27.3,1016.3,10,5.5,19,23.9,48.2,37.9,0,999.9,0,479
4,2017,1,19,19/01/2017,42.1,35,1016.5,10,3,8,999.9,48.9,37.9,0.06,999.9,0,610
7,2014,12,14,14/12/2014,41,28.3,1012.2,10,5.9,12,18.1,46,37.9,0,999.9,0,439
1,2019,11,11,11/11/2019,53.2,38.1,1017.1,9.8,1.5,6,999.9,62.1,37.9,0,999.9,0,481
3,2014,12,17,17/12/2014,47.4,39.7,1010.3,6.7,4.2,9.9,20,54,37.9,0.22,999.9,0,555
4,2014,12,18,18/12/2014,40.7,24.2,1013.5,10,7.8,11.1,25.1,54,37.9,0.02,999.9,0,621
5,2012,11,16,16/11/2012,41.9,29.5,1026.4,9.7,5.8,15,999.9,48.2,37.9,0,999.9,0,672
1,2012,11,19,19/11/2012,43,34.8,1032.3,10,6.3,16.9,22.9,53.6,37.9,0,999.9,0,585
1,2014,12,29,29/12/2014,41.4,21.6,1020.3,10,4.8,9.9,18.1,54,37.9,0.1,999.9,0,411
6,2012,11,24,24/11/2012,44.1,27.7,1006.8,9.5,7.6,20,30.9,53.1,37.9,0.01,999.9,1,458
1,2019,3,25,25/03/2019,52.5,25.3,1017.2,10,3.4,8,999.9,60.1,37.9,0,999.9,0,526
5,2019,4,5,05/04/2019,42,17.6,1030.8,9.5,5.5,9.9,999.9,60.1,37.9,0,999.9,0,701
6,2019,4,6,06/04/2019,49,38.8,1022.9,7,3.6,8,14,68,37.9,0.2,999.9,0,587
4,2017,11,30,30/11/2017,43.7,28.8,1024.5,10,3.9,7,999.9,63,37.9,0,999.9,0,663
5,2017,12,1,01/12/2017,48.8,37.1,1020.5,10,4.2,8,15.9,53.1,37.9,0.03,999.9,0,772
4,2020,1,16,16/01/2020,45,33.2,1014.6,7.8,7.4,15.9,34,50,37.9,0.11,999.9,1,547
4,2017,3,30,30/03/2017,44.3,23.1,1022.8,10,6.3,14,20,60.1,37.9,0,999.9,0,639
5,2017,3,31,31/03/2017,40.4,35.9,1018.1,5,6.5,13,25.1,52,37.9,0.33,999.9,0,753
6,2020,1,25,25/01/2020,42.5,36.7,1019.6,6.7,999.9,999.9,999.9,51.8,37.9,0,999.9,1,383
7,2020,1,26,26/01/2020,42.6,32.8,1008.5,10,999.9,999.9,999.9,51.1,37.9,0.85,999.9,0,398
3,2017,12,20,20/12/2017,46,24.3,1010.4,10,7.3,11.1,22.9,55,37.9,0,999.9,0,700
3,2020,2,12,12/02/2020,42.8,25.2,1018.4,10,5.4,11.1,22,48,37.9,0.14,999.9,0,438
5,2020,10,30,30/10/2020,42.4,39.1,1010.8,6.7,7.7,13,24.1,55.9,37.9,1.93,999.9,1,394
2,2020,2,18,18/02/2020,41.9,30.2,1024.8,9.1,6.4,11.1,18.1,51.1,37.9,0,999.9,0,428
3,2020,2,19,19/02/2020,44,25.5,1020.5,8.5,6.2,13,22,48,37.9,0,999.9,0,477
1,2020,11,2,02/11/2020,43,24.9,1008.7,9.6,9.8,18.1,35,55,37.9,0.4,999.9,1,327
2,2020,11,3,03/11/2020,45.7,25.8,1014.2,10,8,12,25.1,53.1,37.9,0,999.9,0,285
7,2018,1,21,21/01/2018,46,28.3,1019.4,10,3.4,7,999.9,52,37.9,0,999.9,0,418
6,2013,11,9,09/11/2013,43.7,24.2,1023,10,4.8,8.9,15.9,50,37.9,0,999.9,0,571
2,2018,1,23,23/01/2018,46.7,43.4,1008.5,4.4,4.4,11.1,19,60.1,37.9,0.02,999.9,1,531
7,2013,11,10,10/11/2013,49.6,31.1,1013.7,10,6,11.1,24.1,60.1,37.9,0,999.9,0,474
3,2013,3,6,06/03/2013,40.1,29.3,1013.1,10,10.9,20,40,44.1,37.9,0,999.9,0,475
1,2013,3,11,11/03/2013,44.7,38.2,1023.9,9.5,5.5,11.1,20,53.1,37.9,0,999.9,0,522
5,2018,10,26,26/10/2018,43.7,31.4,1019.5,8.4,999.9,999.9,999.9,51.1,37.9,0,999.9,0,747
6,2018,10,27,27/10/2018,47.4,43.8,1009.1,5.4,999.9,999.9,999.9,51.1,37.9,0.71,999.9,0,757
2,2013,12,3,03/12/2013,44.8,34.3,1012.9,6.9,2.7,7,999.9,53.1,37.9,0,999.9,0,553
3,2013,12,4,04/12/2013,45.7,34.7,1018,6.4,2.4,5.1,999.9,53.1,37.9,0,999.9,0,520
4,2020,3,26,26/03/2020,45.6,31.4,1016,10,4.3,9.9,18.1,60.1,37.9,0.01,999.9,0,187
5,2020,3,27,27/03/2020,57,35.8,1009.9,10,4.3,9.9,15.9,69.1,37.9,0,999.9,1,195
3,2020,4,1,01/04/2020,45.8,28.8,1009.7,10,7.2,12,17.1,55.9,37.9,0.06,999.9,0,155
4,2020,4,2,02/04/2020,48,26.1,1005.8,10,7.2,15,27,57.9,37.9,0,999.9,0,167
5,2020,4,3,03/04/2020,49.3,36.1,1003.9,9.5,7.4,12,22.9,57.9,37.9,0.01,999.9,1,190
6,2018,11,10,10/11/2018,45.9,34.7,1013.3,8.3,999.9,999.9,999.9,52,37.9,0.8,999.9,0,606
3,2016,1,27,27/01/2016,43.9,24.7,1015.7,9.9,6.2,9.9,22,48,37.9,0,16.9,0,670
6,2018,11,17,17/11/2018,42,30,1018.6,10,999.9,999.9,999.9,46.9,37.9,0.07,3.9,0,559
7,2020,4,12,12/04/2020,52.9,27.6,1019.8,10,4.5,11.1,19,63,37.9,0,999.9,0,106
2,2016,2,2,02/02/2016,44.5,24.1,1023,10,3.4,7,999.9,59,37.9,0.01,2,0,711
3,2016,2,3,03/02/2016,48.8,40.3,1022.7,7.7,4.7,9.9,22,57,37.9,0,999.9,0,579
5,2018,11,30,30/11/2018,39.9,27.7,1016.8,9.8,999.9,999.9,999.9,46,37.9,0,999.9,0,743
3,2016,10,26,26/10/2016,44.2,24.9,1028.8,10,4,8,15.9,52,37.9,0,999.9,0,706
5,2021,1,15,15/01/2021,41.2,34.4,1013.3,7,5.7,12,17.1,48.9,37.9,0,999.9,0,272
5,2021,1,15,15/01/2021,41.2,34.4,1013.3,7,5.7,12,17.1,48.9,37.9,0,999.9,0,272
4,2018,3,29,29/03/2018,50.8,44.8,1016.2,6.2,2.4,8,999.9,53.1,37.9,0.03,999.9,0,613
6,2021,1,16,16/01/2021,43.1,37.9,1001.4,8.2,7.2,19,26,46.9,37.9,1.16,999.9,1,265
6,2021,1,16,16/01/2021,43.1,37.9,1001.4,8.2,7.2,19,26,46.9,37.9,1.16,999.9,1,265
1,2016,2,22,22/02/2016,45.3,26.8,1017.9,10,4.5,8.9,15.9,55,37.9,0.03,999.9,0,615
1,2016,2,29,29/02/2016,52.8,31.5,1005,9.7,7.1,12,20,61,37.9,0,999.9,0,616
3,2018,4,11,11/04/2018,44.2,20.3,1021.3,10,3.4,6,15,51.1,37.9,0,999.9,0,612
7,2018,4,15,15/04/2018,42.8,33.6,1024.3,9.2,10.6,15.9,27,52,37.9,0,999.9,0,510
5,2016,11,25,25/11/2016,48.6,42.6,1023.2,7,2.1,6,999.9,54,37.9,0.03,999.9,0,455
1,2016,11,28,28/11/2016,44.3,28.9,1021.1,9.9,3.3,6,999.9,52,37.9,0,999.9,0,647
7,2019,1,6,06/01/2019,43.5,30,1010.6,10,999.9,999.9,999.9,48.9,37.9,0.28,999.9,0,376
1,2016,12,5,05/12/2016,42.8,31.6,1017.4,8.6,5.2,8.9,15.9,48.9,37.9,0.17,999.9,0,791
6,2016,3,26,26/03/2016,46.3,30.2,1023.1,10,5.8,11.1,17.1,72,37.9,0.04,999.9,0,530
7,2016,3,27,27/03/2016,45.7,34.5,1027.8,10,4.2,8,999.9,55,37.9,0,999.9,0,459
4,2014,2,20,20/02/2014,42.8,26.6,1019.7,9.5,4.7,8.9,18.1,50,37.9,0.26,16.9,0,556
7,2021,2,28,28/02/2021,43.7,34.4,1023.6,9.1,4.1,8.9,15.9,50,37.9,0.33,999.9,1,212
7,2021,2,28,28/02/2021,43.7,34.4,1023.6,9.1,4.1,8.9,15.9,50,37.9,0.33,999.9,1,212
5,2021,11,19,19/11/2021,46.7,30.8,1021.3,9.4,7.7,14,21,69.1,39.9,0.1,999.9,1,349
5,2021,11,19,19/11/2021,46.7,30.8,1021.3,9.4,7.7,14,21,69.1,39.9,0.1,999.9,1,349
3,2016,4,13,13/04/2016,47.7,24.1,1027.6,10,4.1,12,18.1,59,39.9,0.17,999.9,0,700
3,2017,1,4,04/01/2017,44.6,37.3,998.8,7.9,6.1,15,27,52,39.9,0.49,999.9,0,590
4,2021,12,2,02/12/2021,51.7,39.9,1010.8,9.7,4.2,7,17.1,57.9,39.9,0.04,999.9,1,319
4,2021,12,2,02/12/2021,51.7,39.9,1010.8,9.7,4.2,7,17.1,57.9,39.9,0.04,999.9,1,319
6,2019,11,2,02/11/2019,46,30.4,1022.2,10,3.6,7,999.9,53.1,39.9,0.11,999.9,0,506
7,2019,11,3,03/11/2019,47.9,30.4,1018.6,10,4.3,7,999.9,54,39.9,0,999.9,0,479
1,2021,12,13,13/12/2021,45.1,18.7,1023.9,10,6.6,12,17.1,55.9,39.9,0,999.9,0,302
1,2021,12,13,13/12/2021,45.1,18.7,1023.9,10,6.6,12,17.1,55.9,39.9,0,999.9,0,302
2,2021,12,14,14/12/2021,48.1,19.2,1029.1,10,4.7,7,18.1,53.1,39.9,0,999.9,0,322
2,2021,12,14,14/12/2021,48.1,19.2,1029.1,10,4.7,7,18.1,53.1,39.9,0,999.9,0,322
3,2021,12,15,15/12/2021,46.4,27.9,1036.2,10,4.8,8.9,999.9,54,39.9,0,999.9,1,285
3,2021,12,15,15/12/2021,46.4,27.9,1036.2,10,4.8,8.9,999.9,54,39.9,0,999.9,1,285
4,2021,12,16,16/12/2021,56.7,43.8,1019.3,10,6.5,11.1,20,62.1,39.9,0,999.9,0,317
4,2021,12,16,16/12/2021,56.7,43.8,1019.3,10,6.5,11.1,20,62.1,39.9,0,999.9,0,317
6,2017,1,21,21/01/2017,42.9,41,1011.5,5.3,4,7,14,48.9,39.9,0.1,999.9,0,475
5,2014,4,4,04/04/2014,44.4,35.3,1016.9,8,6.5,12,18.1,54,39.9,0.1,999.9,0,622
5,2017,1,27,27/01/2017,41.8,24.6,1002.1,10,7.8,12,27,44.1,39.9,0.02,999.9,0,583
5,2014,12,26,26/12/2014,44.9,27.6,1021.6,10,5.6,9.9,15.9,50,39.9,0.09,999.9,0,446
6,2014,12,27,27/12/2014,47.7,30.1,1022.9,10,3.5,7,999.9,55,39.9,0,999.9,0,406
2,2012,11,20,20/11/2012,44.4,32.8,1022.1,10,3.6,14,19,51.8,39.9,0,999.9,0,671
3,2012,12,5,05/12/2012,52.6,41.5,1016.3,9.1,6.3,19,28,57.9,39.9,0.01,999.9,0,514
2,2017,11,7,07/11/2017,46,35.4,1021,9.3,5.4,9.9,15.9,66,39.9,0.01,999.9,0,710
4,2019,4,11,11/04/2019,46,20.7,1022.1,10,3.6,8,15,60.1,39.9,0,999.9,0,537
5,2019,4,12,12/04/2019,52.9,36.3,1023.7,9.5,3.3,7,999.9,68,39.9,0,999.9,0,688
2,2019,12,24,24/12/2019,45,24.5,1017.6,10,5.2,9.9,18.1,57,39.9,0,999.9,0,530
7,2019,12,29,29/12/2019,42.6,30.2,1022.7,9.3,3.1,8,999.9,51.1,39.9,0,999.9,0,384
1,2017,12,4,04/12/2017,45.1,38.7,1028.1,7.3,2.5,7,999.9,51.1,39.9,0,999.9,0,684
2,2017,12,5,05/12/2017,54.2,46.2,1023.6,9.6,5.5,9.9,19,61,39.9,0,999.9,0,704
3,2017,12,6,06/12/2017,49.3,34.5,1013.5,8.5,7.4,14,22.9,61,39.9,0.75,999.9,0,651
4,2013,1,10,10/01/2013,44.3,25.4,1028.5,9.9,5.9,11.1,19,48,39.9,0,999.9,0,555
1,2017,4,3,03/04/2017,55.3,30.8,1018,10,3.4,9.9,21,63,39.9,0,999.9,0,646
7,2013,1,20,20/01/2013,45.3,23.4,1009.8,10,9.7,15.9,31.1,53.1,39.9,0,999.9,0,393
6,2017,4,8,08/04/2017,45.9,22.5,1007.6,10,8.5,15,25.1,57,39.9,0,999.9,0,627
7,2017,4,9,09/04/2017,53.2,22.7,1019.1,10,4.3,8,15.9,66.9,39.9,0,999.9,0,541
3,2020,2,5,05/02/2020,45.2,33,1014,9.8,4.6,11.1,17.1,61,39.9,0,999.9,1,432
5,2013,10,25,25/10/2013,46.3,27.4,1018.7,10,4.3,7,18.1,54,39.9,0,999.9,0,647
2,2013,2,12,12/02/2013,41.9,28.8,1009.8,8.8,7.2,14,22,45,39.9,0.4,9.1,0,498
3,2020,11,4,04/11/2020,50.7,34.9,1029.5,10,3.2,7,999.9,62.1,39.9,0,999.9,0,302
4,2020,11,5,05/11/2020,57.8,47.8,1029.7,9.5,3.9,8,18.1,66.9,39.9,0,999.9,0,357
5,2013,11,8,08/11/2013,45,26.7,1016.2,10,7.3,9.9,21,48,39.9,0.13,999.9,0,682
2,2020,3,3,03/03/2020,53.9,42.3,1006.8,8.9,5.1,9.9,17.1,59,39.9,0.01,999.9,1,550
1,2018,1,29,29/01/2018,43.3,28.8,1022.1,10,7,18.1,24.1,55,39.9,0.07,999.9,0,531
2,2013,11,19,19/11/2013,47.1,23.1,1014.5,10,8.9,13,24.1,64.9,39.9,0.22,999.9,0,600
3,2013,3,13,13/03/2013,45,29.9,1010.4,10,5.8,8.9,19,53.1,39.9,0.71,999.9,0,636
1,2018,2,12,12/02/2018,48.4,36.6,1023.7,8.8,5.5,12,19,62.1,39.9,0.91,999.9,0,543
6,2016,1,9,09/01/2016,43.3,35.7,1021.7,9.3,7.4,11.1,18.1,46.4,39.9,0,999.9,0,554
6,2020,12,5,05/12/2020,44.1,38.8,1007.5,7,6.3,13,29.9,52,39.9,0.81,999.9,1,278
7,2016,1,10,10/01/2016,50.4,45.9,1004.8,5.3,8.2,15.9,26,59,39.9,0.77,999.9,0,462
5,2013,3,29,29/03/2013,46.7,26.4,1019.3,10,5.7,12,21,55,39.9,0,999.9,0,520
6,2013,3,30,30/03/2013,48,24.5,1019.9,10,3.8,8,999.9,59,39.9,0,999.9,0,513
6,2018,2,24,24/02/2018,46.1,40.5,1021.7,8.5,4.5,12,19,55,39.9,0.06,999.9,0,540
7,2018,2,25,25/02/2018,42.4,39.8,1017.8,6.5,5.6,12,18.1,55,39.9,0.58,999.9,0,448
1,2018,2,26,26/02/2018,45.7,34.8,1018.9,8.4,3.5,7,999.9,52,39.9,0.23,999.9,0,557
7,2013,4,7,07/04/2013,46.2,31,1022.9,10,5.8,12,22.9,54,39.9,0,999.9,0,451
4,2020,4,16,16/04/2020,45.4,18,1017.1,10,7.4,13,25.1,54,39.9,0,999.9,0,138
7,2020,4,19,19/04/2020,49.5,27.7,1011.5,10,6,9.9,22,63,39.9,0.1,999.9,0,102
1,2020,4,20,20/04/2020,53.2,30.5,1004.6,10,4.7,8.9,15.9,63,39.9,0,999.9,0,140
5,2020,4,24,24/04/2020,45.4,41.3,1008.9,6.1,7.4,14,24.1,52,39.9,0.39,999.9,1,172
5,2016,10,28,28/10/2016,47.8,39.3,1019.3,7.9,6.7,14,29.9,55,39.9,1.41,999.9,0,798
2,2016,11,1,01/11/2016,48.9,37.2,1027,10,2.9,6,999.9,57.9,39.9,0,999.9,0,732
3,2016,11,2,02/11/2016,59.7,48.9,1023.8,9.6,3,6,999.9,70,39.9,0,999.9,0,665
6,2018,12,15,15/12/2018,49.7,46.5,1021.3,5.3,999.9,999.9,999.9,52,39.9,0.23,999.9,0,628
4,2016,11,10,10/11/2016,48.5,32.7,1014.1,10,4.8,8,15.9,59,39.9,0.06,999.9,0,706
6,2016,3,12,12/03/2016,50.1,29.6,1024.8,10,4.4,8,999.9,68,39.9,0,999.9,0,625
7,2016,3,13,13/03/2016,56.7,33.1,1016.7,10,3.7,8,19,62.1,39.9,0,999.9,0,435
1,2016,3,14,14/03/2016,46.3,34.7,1018.6,7.7,9.6,20,31.1,62.1,39.9,0.02,999.9,0,640
2,2016,3,15,15/03/2016,48,41.5,1009.9,8.3,7.7,17.1,31.1,57,39.9,0.27,999.9,0,608
5,2016,12,2,02/12/2016,44.7,27.4,1011.3,10,7.4,11.1,22,54,39.9,0.07,999.9,0,690
4,2016,12,8,08/12/2016,42.2,30.8,1015.8,9.9,3.3,5.1,999.9,46,39.9,0.09,999.9,0,635
7,2021,11,7,07/11/2021,46.5,32.4,1023.1,9.6,2.2,5.1,999.9,53.1,39.9,0,999.9,0,265
7,2021,11,7,07/11/2021,46.5,32.4,1023.1,9.6,2.2,5.1,999.9,53.1,39.9,0,999.9,0,265
1,2021,11,8,08/11/2021,53.2,34.5,1019.6,10,2.8,5.1,999.9,63,39.9,0,999.9,0,329
1,2021,11,8,08/11/2021,53.2,34.5,1019.6,10,2.8,5.1,999.9,63,39.9,0,999.9,0,329
7,2014,2,23,23/02/2014,48.6,26,1014.8,10,4.1,6,17.1,54,39.9,0,9.8,0,414
1,2021,3,1,01/03/2021,43.4,36.5,1007.6,5.6,5.9,13,26,48.9,39.9,0.36,999.9,1,224
1,2021,3,1,01/03/2021,43.4,36.5,1007.6,5.6,5.9,13,26,48.9,39.9,0.36,999.9,1,224
5,2018,5,18,18/05/2018,64.3,51.8,1023.2,9.3,4.3,9.9,20,71.1,55.9,0.02,999.9,0,616
1,2018,5,21,21/05/2018,68.1,49.9,1020.4,10,2.4,7,17.1,81,55.9,0,999.9,0,626
1,2018,5,28,28/05/2018,60.4,53.3,1018.3,9.7,2.7,11.1,18.1,80.1,55.9,0.35,999.9,0,409
2,2018,5,29,29/05/2018,72.8,61.9,1015.3,8.4,1.2,4.1,999.9,89.1,55.9,0,999.9,0,809
3,2017,10,4,04/10/2017,64,52,1029.8,10,3.7,8.9,18.1,75,55.9,0,999.9,0,711
4,2017,10,5,05/10/2017,71.7,58.2,1020,9.9,4.9,8,18.1,82.9,55.9,0,999.9,0,657
4,2017,10,12,12/10/2017,60.7,52.3,1025.3,9.5,7.2,13,22,77,55.9,0.12,999.9,0,603
2,2016,5,24,24/05/2016,63.9,52.2,1012.7,7.9,2.3,6,999.9,78.1,55.9,0.17,999.9,0,695
5,2017,10,20,20/10/2017,64.8,39.1,1019.7,9.8,4,8,15,73,55.9,0,999.9,0,823
6,2017,10,21,21/10/2017,65.5,37.6,1025.3,10,1.7,4.1,999.9,78.1,55.9,0,999.9,0,583
7,2017,10,22,22/10/2017,66,46.9,1028.4,9.6,1.6,5.1,999.9,78.1,55.9,0,999.9,0,528
1,2021,5,3,03/05/2021,62.9,48.3,1010.3,10,5.2,8.9,999.9,82,55.9,0,999.9,1,316
1,2021,5,3,03/05/2021,62.9,48.3,1010.3,10,5.2,8.9,999.9,82,55.9,0,999.9,1,316
1,2021,5,17,17/05/2021,66.2,43.2,1024.7,10,2.1,8,999.9,78.1,55.9,0.01,999.9,0,320
1,2021,5,17,17/05/2021,66.2,43.2,1024.7,10,2.1,8,999.9,78.1,55.9,0.01,999.9,0,320
2,2021,5,18,18/05/2021,70.4,42.9,1025.3,10,4.4,7,15,82,55.9,0,999.9,0,374
2,2021,5,18,18/05/2021,70.4,42.9,1025.3,10,4.4,7,15,82,55.9,0,999.9,0,374
6,2014,5,24,24/05/2014,60.2,54.1,1015.5,7.2,3.4,8,999.9,71.1,55.9,0.99,999.9,1,486
6,2019,4,20,20/04/2019,61.1,58.6,9999.9,6.8,3.2,6,999.9,66,55.9,0.43,999.9,0,456
2,2019,4,23,23/04/2019,63.3,50.6,1012.7,10,1.9,4.1,999.9,77,55.9,0.24,999.9,0,592
3,2019,4,24,24/04/2019,65,44,1007.3,9.8,4.8,9.9,19,77,55.9,0.08,999.9,0,515
4,2020,9,17,17/09/2020,68.5,59.6,1017.3,10,2.3,7,999.9,75,55.9,0,999.9,0,322
