day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
3,2021,6,9,09/06/2021,78.7,69.6,1015.1,9,2.4,7,999.9,90,72,0.48,999.9,1,353
4,2021,6,10,10/06/2021,78.2,58.2,1015.6,10,4.9,9.9,21,90,72,0.01,999.9,0,370
4,2021,6,10,10/06/2021,78.2,58.2,1015.6,10,4.9,9.9,21,90,72,0.01,999.9,0,370
2,2016,7,19,19/07/2016,77.7,59,1017.9,9.3,4.5,8.9,17.1,93,72,0.35,999.9,0,699
2,2016,7,26,26/07/2016,78.9,68.1,1011.8,7.8,3.7,8,15,93,72,1,999.9,0,688
3,2016,7,27,27/07/2016,82.6,61.4,1013.3,9.3,2.3,5.1,999.9,91,72,0,999.9,0,690
5,2018,9,7,07/09/2018,73.9,68.8,1020.3,9.8,4.7,9.9,15.9,75.2,72,0.36,999.9,0,671
4,2021,7,1,01/07/2021,76,70.5,1011.6,6.5,2.1,11.1,18.1,98.1,72,0.65,999.9,1,319
4,2021,7,1,01/07/2021,76,70.5,1011.6,6.5,2.1,11.1,18.1,98.1,72,0.65,999.9,1,319
6,2016,8,6,06/08/2016,78,67.7,1008.5,8.2,4.5,11.1,19,87.1,72,0,999.9,0,578
3,2014,7,2,02/07/2014,81.3,69.4,1011.3,8.6,3.5,11.1,22,91,72,0,999.9,1,658
4,2014,7,3,03/07/2014,77.3,71.8,1013.2,5.8,2,8,22,91,72,1,999.9,1,740
3,2014,7,9,09/07/2014,78.8,65,1010.1,9.8,4.9,11.1,19,86,72,0.39,999.9,0,569
5,2014,7,11,11/07/2014,76.8,58.4,1021.4,10,3.5,8,999.9,86,72,0,999.9,0,642
4,2016,8,18,18/08/2016,78.8,65.1,1015.5,9.1,1.8,5.1,999.9,84.9,72,0.03,999.9,0,635
7,2014,7,13,13/07/2014,75.8,65.2,1017.4,9.3,4.3,8,14,82,72,0,999.9,0,439
5,2016,8,19,19/08/2016,80,66.7,1013.5,8.8,1.7,6,999.9,88,72,0,999.9,0,707
2,2014,7,15,15/07/2014,75.3,72,1008.3,4.4,2.8,7,15.9,86,72,0.46,999.9,1,587
7,2021,7,18,18/07/2021,76.5,69.9,1014.2,8.1,3.9,9.9,15.9,91,72,0.65,999.9,1,310
7,2021,7,18,18/07/2021,76.5,69.9,1014.2,8.1,3.9,9.9,15.9,91,72,0.65,999.9,1,310
7,2016,8,28,28/08/2016,78.5,61.9,1023.4,9.4,1.8,6,999.9,89.1,72,0,999.9,0,559
1,2016,8,29,29/08/2016,80.6,62.4,1019.7,9.4,3.9,7,999.9,91,72,0,999.9,0,673
2,2021,7,27,27/07/2021,81.4,60.8,1013.4,6.9,2.4,6,15.9,89.1,72,0,999.9,0,318
2,2021,7,27,27/07/2021,81.4,60.8,1013.4,6.9,2.4,6,15.9,89.1,72,0,999.9,0,318
3,2019,6,26,26/06/2019,78.6,63.7,1014.7,9.3,2.5,6,999.9,87.1,72,0,999.9,0,803
6,2019,6,29,29/06/2019,80.4,65.1,1015.9,9.6,3.5,7,15.9,91,72,0,999.9,0,660
5,2019,7,5,05/07/2019,77.5,69.5,1020,8.5,2.3,6,999.9,90,72,0,999.9,0,542
6,2019,7,6,06/07/2019,80.7,72.6,1013.5,9.4,2.8,6,999.9,90,72,0,999.9,0,471
3,2019,7,17,17/07/2019,85.3,70.4,1013.7,9.6,3.4,6,18.1,93,72,0,999.9,0,630
4,2019,7,18,18/07/2019,75.1,72.8,1012.1,5.6,2.9,8.9,17.1,93,72,1.84,999.9,1,620
3,2021,8,25,25/08/2021,81.8,65.2,1018.1,10,1.5,4.1,999.9,91,72,0,999.9,0,336
3,2021,8,25,25/08/2021,81.8,65.2,1018.1,10,1.5,4.1,999.9,91,72,0,999.9,0,336
1,2017,6,12,12/06/2017,84,60.8,1015.5,10,3.9,7,15,93,72,0,999.9,0,804
4,2021,8,26,26/08/2021,83.9,69.5,1019,8.9,2.1,7,999.9,91,72,0,999.9,0,343
4,2021,8,26,26/08/2021,83.9,69.5,1019,8.9,2.1,7,999.9,91,72,0,999.9,0,343
1,2019,7,22,22/07/2019,81.7,70.7,1009.8,8.9,3.2,12,21,95,72,0,999.9,1,641
7,2019,7,28,28/07/2019,79.9,64.6,1019.4,10,5,8,15,88,72,0,999.9,0,527
3,2014,9,3,03/09/2014,79.4,59.5,1013.9,10,4.6,12,21,91.9,72,0,999.9,0,580
6,2014,9,6,06/09/2014,80.9,70.9,1013.6,8.4,3.8,8,999.9,91,72,0,999.9,0,553
2,2019,8,20,20/08/2019,80.4,66.1,1017.6,10,2.7,5.1,999.9,90,72,0,999.9,0,574
4,2013,5,30,30/05/2013,81,63.4,1018.5,9,3.8,8,999.9,90,72,0,999.9,0,685
6,2014,7,19,19/07/2014,72.2,51.3,1023.7,10,4.5,6,999.9,75.9,68.5,0,999.9,0,480
2,2013,6,25,25/06/2013,80.9,64.9,1013.4,8.4,2.9,8.9,18.1,91,73,0,999.9,0,648
5,2013,6,28,28/06/2013,77.1,69.4,999.5,8.1,4.6,8,17.1,84.9,73,0.24,999.9,0,608
3,2013,7,3,03/07/2013,76,71.4,1022.8,8.5,4.2,6,15.9,82.9,73,0.08,999.9,1,635
5,2020,7,10,10/07/2020,75.3,71.6,1013.4,7.1,5.6,15,27,89.1,73,0,999.9,1,296
1,2013,7,8,08/07/2013,81.3,65.8,1015.8,9.5,3.8,7,18.1,89.1,73,0,999.9,0,617
2,2013,7,23,23/07/2013,78.7,71.4,1004.6,7.3,3.5,8.9,15,87.1,73,0.37,999.9,0,571
2,2018,6,19,19/06/2018,80.6,65.5,1008.2,8.7,4.3,7,17.1,91,73,0.15,999.9,0,812
7,2020,8,23,23/08/2020,79,68.7,1016.6,10,2.6,6,999.9,88,73,0,999.9,0,316
2,2018,7,24,24/07/2018,77.8,72.8,1021.7,8.7,4.5,8,999.9,82,73,0.13,999.9,0,654
7,2013,9,1,01/09/2013,78.9,70.1,1009.9,9.3,2.7,7,999.9,86,73,0,999.9,0,480
5,2018,8,3,03/08/2018,77,73.2,1020.2,8.3,1.4,6,999.9,86,73,0.51,999.9,1,749
1,2018,8,6,06/08/2018,84.4,69.6,1018.2,8.7,1.6,5.1,999.9,91.9,73,0,999.9,0,632
4,2018,8,9,09/08/2018,80.7,69.5,1008.8,8.8,2.4,7,15.9,90,73,0.61,999.9,1,709
5,2016,7,15,15/07/2016,83,69.8,1010.6,8.3,3.1,8,18.1,88,73,0.62,999.9,0,798
7,2016,7,31,31/07/2016,74.9,71.3,1015.8,5.4,3.3,8.9,999.9,84,73,0.26,999.9,0,529
1,2021,6,28,28/06/2021,83.2,70.3,1021.9,10,4.1,8,15,91.9,73,0,999.9,0,379
1,2021,6,28,28/06/2021,83.2,70.3,1021.9,10,4.1,8,15,91.9,73,0,999.9,0,379
5,2016,8,12,12/08/2016,82.4,73.5,1012.9,7.6,4,8,17.1,93,73,0.47,999.9,0,729
6,2016,8,13,13/08/2016,86.9,74.8,1011.9,8.3,4.1,8,15,96.1,73,0.32,999.9,0,614
4,2021,8,12,12/08/2021,80.9,70.3,1015.4,9.3,3.5,7,20,93,73,0.18,999.9,1,324
4,2021,8,12,12/08/2021,80.9,70.3,1015.4,9.3,3.5,7,20,93,73,0.18,999.9,1,324
3,2021,8,18,18/08/2021,77.3,70.4,1022.2,10,1.8,7,999.9,82.9,73,0,999.9,0,334
3,2021,8,18,18/08/2021,77.3,70.4,1022.2,10,1.8,7,999.9,82.9,73,0,999.9,0,334
6,2021,8,21,21/08/2021,77.8,70.1,1012.8,10,1.4,7,999.9,82,73,0,999.9,1,321
6,2021,8,21,21/08/2021,77.8,70.1,1012.8,10,1.4,7,999.9,82,73,0,999.9,1,321
3,2012,7,18,18/07/2012,85.3,69.1,1008.9,7.2,3.7,13,20,100,73,0,999.9,1,559
2,2021,8,31,31/08/2021,79.1,65.1,1008.7,10,2.9,8,14,84.9,73,0,999.9,0,310
2,2021,8,31,31/08/2021,79.1,65.1,1008.7,10,2.9,8,14,84.9,73,0,999.9,0,310
1,2014,9,1,01/09/2014,79.3,70.6,1015.1,9.3,2.6,5.1,999.9,90,73,0.62,999.9,0,392
2,2019,7,30,30/07/2019,84.2,68.7,1015,9.5,3.3,6,999.9,91.9,73,0,999.9,0,638
6,2019,8,3,03/08/2019,77.7,67.1,1016.9,10,2.8,5.1,999.9,86,73,0,999.9,0,566
5,2017,6,30,30/06/2017,79.3,64.8,1015.2,10,4.9,8.9,17.1,88,73,0,999.9,0,747
2,2017,7,18,18/07/2017,79.6,69.5,1018.2,10,1.9,7,999.9,88,73,0,999.9,0,706
3,2017,7,19,19/07/2017,83.2,68.3,1016.6,9.9,3.5,6,15.9,91.9,73,0,999.9,0,747
7,2013,6,2,02/06/2013,80.1,65.9,1010.8,10,5.1,12,19,88,73,0,999.9,0,487
6,2017,8,19,19/08/2017,77.9,68.2,1009.9,9.5,2.5,7,15,86,73,0.85,999.9,0,638
2,2013,7,16,16/07/2013,85.9,66.3,1021.4,9.3,3.9,11.1,18.1,93.9,77,0,999.9,0,582
1,2020,7,20,20/07/2020,85.9,70.6,1010.6,9.8,3.8,6,999.9,93.9,77,0,999.9,0,281
2,2020,7,21,21/07/2020,84.3,63.4,1014.9,10,1.5,5.1,999.9,93,77,0,999.9,0,332
3,2020,7,29,29/07/2020,82.3,66.6,1012.2,10,1.1,7,999.9,93,77,0,999.9,0,318
4,2020,7,30,30/07/2020,83.9,64.1,1010.8,10,2.6,6,15.9,91.9,77,0,999.9,0,300
3,2018,7,4,04/07/2018,80.4,73,1024.6,6.7,0.5,4.1,999.9,91.9,77,0.01,999.9,0,406
3,2018,9,5,05/09/2018,82,71.7,1022.8,10,0.5,4.1,999.9,91.9,77,0,999.9,0,768
1,2016,8,15,15/08/2016,82.6,69.1,1019.3,9.4,2.7,7,999.9,93.9,77,0.06,999.9,0,643
2,2016,8,16,16/08/2016,82.5,72.4,1020.7,8.1,2.6,8,999.9,91.9,77,0,999.9,0,644
3,2016,8,17,17/08/2016,80.8,68.8,1015.7,8.7,5.8,9.9,20,87.1,77,0.12,999.9,0,658
4,2017,7,13,13/07/2017,83,70.7,1015.2,9.8,4.6,8.9,15,90,77,0,999.9,0,759
4,2017,7,20,20/07/2017,85.7,67.8,1014,9.5,2.1,7,999.9,93.9,77,0,999.9,0,774
4,2013,7,18,18/07/2013,88.2,68.6,1016.8,8.2,3.6,5.1,999.9,98.1,81,0,999.9,0,636
6,2013,7,20,20/07/2013,86.7,70.1,1008.6,6.5,5.6,9.9,19,93,81,0,999.9,0,551
5,2016,12,23,23/12/2016,41.8,24.2,1026.6,10,5.9,8.9,17.1,48.9,37,0,999.9,0,692
1,2017,1,2,02/01/2017,39.3,28.9,1030.7,8.5,6.7,11.1,17.1,48,37,0,999.9,0,449
2,2017,1,3,03/01/2017,40.1,39.3,1018.4,3.8,11.2,15.9,26,43,37,0.3,999.9,0,659
4,2014,12,4,04/12/2014,41.2,22.5,1026.2,10,5.8,9.9,21,46,37,0.05,999.9,0,606
6,2014,3,29,29/03/2014,50.7,42.9,1018.8,7.5,6.6,15,21,62.1,37,0.04,999.9,0,569
1,2014,12,15,15/12/2014,41.6,28.7,1016.6,10,3,7,999.9,48,37,0,999.9,0,720
2,2014,12,16,16/12/2014,43.2,35.2,1018.3,8.3,2.8,7,999.9,48.9,37,0,999.9,0,645
3,2012,11,14,14/11/2012,42.8,29.9,1031.9,9.6,7.7,22,28.9,46.9,37,0.33,999.9,0,625
2,2019,11,19,19/11/2019,42.9,37.6,1008.4,6.6,3.3,8,999.9,48,37,0.65,999.9,0,630
4,2019,3,21,21/03/2019,43.9,37.8,1021,7.3,4.7,12,18.1,53.1,37,0.02,999.9,0,624
5,2019,3,29,29/03/2019,52.8,37.8,1020.3,10,1.6,5.1,999.9,59,37,0,999.9,0,563
4,2017,11,16,16/11/2017,51.4,41.6,1012.7,9.3,5.7,9.9,21,57,37,0.17,999.9,0,811
7,2020,1,5,05/01/2020,40.2,24.7,1007.9,10,10.5,18.1,34,51.1,37,0.02,999.9,1,291
1,2013,1,7,07/01/2013,40.9,23.8,1022.6,10,5.7,11.1,17.1,45,37,0,999.9,0,521
1,2020,1,13,13/01/2020,43.3,32.2,1029,9.8,4.8,8,999.9,68,37,0,999.9,0,476
7,2017,3,26,26/03/2017,40.3,34.5,1029.8,9.4,7.8,13,20,45,37,0.15,999.9,0,456
4,2017,12,7,07/12/2017,40.8,19.1,1015.5,10,5.8,12,22.9,59,37,0,999.9,0,693
2,2020,1,14,14/01/2020,42.3,36.2,1027,7.7,2.9,8,999.9,46,37,0,999.9,1,497
5,2013,1,11,11/01/2013,40.5,27.1,1030.4,9.4,4.5,7,999.9,44.1,37,0,999.9,0,660
1,2017,3,27,27/03/2017,42.5,40,1019.6,4,4.3,8.9,15,53.1,37,0.01,999.9,1,629
2,2017,3,28,28/03/2017,43.8,42.3,1014.3,4.8,5.2,9.9,999.9,53.1,37,0.37,999.9,0,592
6,2017,4,1,01/04/2017,40.3,35.1,1008.4,7.3,10.3,22.9,33,48,37,1.19,999.9,0,591
7,2017,4,2,02/04/2017,49.8,29.8,1018.2,10,4.8,8.9,15.9,63,37,0,999.9,0,514
1,2020,1,27,27/01/2020,40.4,27.3,1006.2,10,999.9,999.9,999.9,46,37,0,999.9,0,452
2,2020,1,28,28/01/2020,39.8,24.8,1008.5,10,7.2,9.9,21,45,37,0,999.9,0,404
2,2020,2,4,04/02/2020,50.1,39.1,1009.3,9.8,2.5,7,999.9,60.1,37,0,999.9,1,464
4,2020,2,13,13/02/2020,40.1,35.9,1010.6,5.2,3.3,8,999.9,46,37,0.36,999.9,1,504
5,2013,2,15,15/02/2013,43,30.7,1015,7.8,4.9,9.9,15.9,55,37,0,999.9,0,604
5,2020,3,6,06/03/2020,41.8,34.1,1013.8,8.7,6,11.1,20,51.1,37,0,999.9,1,673
5,2016,1,1,01/01/2016,40.4,24.3,1017.1,10,6.5,12,22.9,48,37,0.03,999.9,0,393
2,2013,3,26,26/03/2013,42.2,27.3,1005.1,9.7,4.5,8.9,15.9,53.1,37,0.17,999.9,0,425
4,2013,3,28,28/03/2013,43.3,27.8,1015.4,10,4.7,8.9,999.9,51.1,37,0,999.9,0,549
4,2018,2,22,22/02/2018,48.7,39,1032.6,8.4,6.8,9.9,20,78.1,37,0.06,999.9,0,550
2,2018,11,13,13/11/2018,46.6,41.8,1017.1,5.8,999.9,999.9,999.9,50,37,0.72,999.9,0,754
5,2020,4,10,10/04/2020,44,25.7,995.8,10,8,18.1,32.1,59,37,0.01,999.9,1,115
2,2020,12,22,22/12/2020,41.3,30.4,1008.1,7.1,5.4,11.1,21,46,37,0,5.1,1,320
6,2020,4,11,11/04/2020,45.7,19.7,1010.5,10,8.8,15,22,55.9,37,0,999.9,0,121
7,2013,4,21,21/04/2013,46,20.5,1031.4,10,5.5,9.9,19,55,37,0.06,999.9,0,471
7,2014,1,12,12/01/2014,47.6,33.8,1005,9.7,7.2,12,25.1,57.9,37,0.42,999.9,0,388
1,2014,1,13,13/01/2014,42.7,29.3,1018,9.8,4.4,9.9,21,54,37,0.05,999.9,0,568
2,2014,1,14,14/01/2014,48.3,40,1009.4,8.5,4.7,8.9,18.1,52,37,0,999.9,0,559
6,2018,4,7,07/04/2018,45.7,23.7,1009.4,10,5.5,9.9,20,62.1,37,0.11,999.9,0,487
6,2016,11,12,12/11/2016,42.9,19.7,1023.5,10,4.5,8,999.9,50,37,0,999.9,0,603
7,2016,11,13,13/11/2016,49,23.6,1020.1,10,4.4,8,999.9,61,37,0,999.9,0,518
5,2018,12,21,21/12/2018,54.7,53.3,1000.6,3.4,999.9,999.9,999.9,61,37,1.13,999.9,1,782
4,2018,4,12,12/04/2018,51.5,33.2,1016.8,10,3.8,8,20,63,37,0,999.9,0,610
3,2018,4,18,18/04/2018,43.9,26,1008.1,10,6.2,14,24.1,55,37,0,999.9,0,662
4,2018,4,19,19/04/2018,45,33.7,1007.2,9.3,5.7,9.9,25.1,55,37,0.07,999.9,0,706
5,2018,4,20,20/04/2018,42,22.8,1019.9,10,7.9,13,25.1,50,37,0.08,999.9,0,707
6,2018,4,21,21/04/2018,48.3,22.2,1027.7,10,5.3,8,15.9,63,37,0,999.9,0,584
2,2016,12,6,06/12/2016,42.7,29.8,1018.3,10,3.5,8,999.9,48.9,37,0.02,999.9,0,711
3,2016,3,30,30/03/2016,44.5,15.4,1025.3,10,4.9,13,22,55.9,37,0,999.9,0,650
4,2014,11,13,13/11/2014,45.1,30.1,1018,9.9,3,6,999.9,64.9,39,0,999.9,0,696
5,2021,11,26,26/11/2021,45.4,32.6,1005.3,9,5.7,15,28,55.9,39,0.07,999.9,1,261
5,2021,11,26,26/11/2021,45.4,32.6,1005.3,9,5.7,15,28,55.9,39,0.07,999.9,1,261
5,2019,2,8,08/02/2019,45,36.1,1014.3,7.3,999.9,999.9,999.9,55,39,0.31,999.9,0,661
5,2014,3,21,21/03/2014,44.1,18.4,1014,10,8.2,12,22,54,39,0,999.9,0,589
6,2014,3,22,22/03/2014,49.9,25.2,1012.5,10,5.6,11.1,22,63,39,0,999.9,0,493
1,2021,12,6,06/12/2021,51.6,44.6,1013.8,6.8,4.1,7,19,61,39,0.3,999.9,1,345
1,2021,12,6,06/12/2021,51.6,44.6,1013.8,6.8,4.1,7,19,61,39,0.3,999.9,1,345
7,2012,11,4,04/11/2012,43.2,29.6,1014.1,10,6.1,15,22,51.8,39,0,999.9,0,344
3,2014,4,2,02/04/2014,47.3,35.6,1018.6,9.8,1.9,5.1,999.9,60.1,39,0,999.9,0,519
5,2017,1,20,20/01/2017,41.9,33,1016.1,9.3,4,8.9,999.9,48.9,39,0,999.9,0,605
6,2021,12,18,18/12/2021,44.1,29.5,1020.2,8,3.9,7,999.9,60.1,39,0,999.9,1,331
6,2021,12,18,18/12/2021,44.1,29.5,1020.2,8,3.9,7,999.9,60.1,39,0,999.9,1,331
6,2012,11,17,17/11/2012,43.6,27.9,1034.8,10,4.7,16.9,22,51.1,39,0,999.9,0,542
4,2019,11,21,21/11/2019,44.8,29.2,1020.2,10,4,8,999.9,53.1,39,0,999.9,0,647
5,2019,11,22,22/11/2019,49.2,34.8,1011.3,9.5,5.9,11.1,22,53.1,39,0,999.9,0,633
1,2019,11,25,25/11/2019,44.8,32.6,1006.9,10,5.1,8.9,17.1,53.1,39,0.32,999.9,0,641
2,2019,11,26,26/11/2019,51.6,36.6,1015,9.8,3.8,8.9,14,61,39,0,999.9,0,702
6,2021,4,24,24/04/2021,60.4,27.2,1014.7,10,3.7,8,15,72,39,0,999.9,0,301
6,2021,4,24,24/04/2021,60.4,27.2,1014.7,10,3.7,8,15,72,39,0,999.9,0,301
3,2019,4,3,03/04/2019,51.6,28.3,1016,10,6.3,13,32.1,66.9,39,0,999.9,0,613
3,2017,11,8,08/11/2017,42.8,36.2,1023.5,9.4,5.4,9.9,18.1,48.9,39,0.7,999.9,0,662
4,2017,11,9,09/11/2017,46.6,37.2,1022,9.8,2.7,5.1,999.9,55,39,0,999.9,0,702
7,2019,4,7,07/04/2019,58.2,39,1023.3,10,1.7,5.1,999.9,68,39,0,999.9,0,487
1,2012,12,17,17/12/2012,42,40.4,1011.3,5.6,9.5,20,28,50,39,0.44,999.9,0,649
5,2012,12,21,21/12/2012,47.3,42.9,996.6,7.1,9.4,32.1,42.9,55.9,39,0.56,999.9,0,751
5,2017,11,17,17/11/2017,43.6,25,1015.7,10,7.4,9.9,27,57,39,0.03,999.9,0,814
1,2017,11,27,27/11/2017,43.5,24.3,1016.5,10,5.9,13,18.1,51.1,39,0,999.9,0,635
6,2017,12,2,02/12/2017,43.5,29,1025.2,10,3.5,7,999.9,52,39,0,999.9,0,575
3,2013,1,9,09/01/2013,43.8,30.8,1026.3,7.8,3.7,9.9,15.9,48.9,39,0,999.9,0,487
3,2020,1,15,15/01/2020,45.2,35.4,1020.8,7.2,4,9.9,17.1,50,39,0.07,999.9,0,508
3,2013,1,30,30/01/2013,45.7,42.9,1010.2,3.5,3.6,8.9,999.9,59,39,0.06,999.9,1,497
7,2020,2,23,23/02/2020,46.5,9.4,1021.6,10,3.8,7,15.9,55.9,39,0,999.9,0,392
1,2020,2,24,24/02/2020,50,21.2,1017.2,9.9,3.5,8,999.9,62.1,39,0,999.9,0,493
4,2020,3,5,05/03/2020,45.7,26.1,1016.9,10,5.2,8.9,18.1,55.9,39,0,999.9,1,529
6,2013,11,23,23/11/2013,46.3,27.8,1014.5,9.8,7.2,13,24.1,57,39,0.06,999.9,0,536
1,2018,10,22,22/10/2018,44.2,30.3,1022.5,10,999.9,999.9,999.9,51.1,39,0,999.9,0,650
2,2018,10,23,23/10/2018,54,40,1017.5,999.9,999.9,999.9,999.9,63,39,0,999.9,0,681
7,2018,2,11,11/02/2018,48.3,47.3,1014,3.5,2.7,8,999.9,62.1,39,0.88,999.9,0,479
6,2020,12,12,12/12/2020,51.2,44.8,1019.1,6.6,3.6,8.9,15,57,39,0,999.9,1,285
2,2018,2,27,27/02/2018,46.5,21,1026.3,10,3.6,7,999.9,55.9,39,0,999.9,0,631
3,2018,2,28,28/02/2018,49.7,28.3,1018.8,10,4.7,8.9,22.9,61,39,0,999.9,0,654
7,2018,11,18,18/11/2018,42.2,27.5,1026.6,10,999.9,999.9,999.9,45,39,0,2,0,470
1,2020,4,27,27/04/2020,43.9,37.1,1011.3,9.4,6.7,9.9,20,51.1,39,0.22,999.9,1,131
2,2020,4,28,28/04/2020,50.8,32.3,1019,10,3.8,8.9,15.9,66.9,39,0,999.9,0,185
6,2016,10,29,29/10/2016,49.2,35.5,1019.4,10,3.2,7,15.9,62.1,39,0,999.9,0,614
7,2016,2,21,21/02/2016,52.8,31.8,1011.7,10,4.3,8.9,20,61,39,0,999.9,0,481
6,2018,3,31,31/03/2018,46.6,21.5,1021.1,10,5.4,12,22,62.1,39,0.03,999.9,0,589
7,2018,4,1,01/04/2018,51.1,27.8,1016.3,10,5.7,11.1,19,60.1,39,0,999.9,0,399
3,2018,4,4,04/04/2018,46.7,39,1004.2,3.9,6,15.9,35,55.9,39,0.26,999.9,1,554
1,2020,5,11,11/05/2020,53.9,38.8,1011.5,9.9,4.8,8.9,18.1,64,39,0,999.9,1,173
2,2016,3,1,01/03/2016,45.6,23.4,1017,10,6.5,9.9,21,61,39,0.05,999.9,0,662
2,2018,4,17,17/04/2018,44.6,30.7,1003.6,10,7.7,14,24.1,60.1,39,1.61,999.9,0,600
7,2018,4,22,22/04/2018,54.5,17.7,1028.1,10,4.2,8.9,17.1,66.9,39,0,999.9,0,568
7,2016,11,27,27/11/2016,43.5,29.9,1018.8,10,4,8,15,50,39,0,999.9,0,466
7,2016,12,4,04/12/2016,42.2,22.7,1022.1,10,5.1,11.1,17.1,46.9,39,0,999.9,0,482
4,2021,11,4,04/11/2021,44.5,27.1,1026.7,10,3.2,7,999.9,51.1,39,0,999.9,0,317
4,2021,11,4,04/11/2021,44.5,27.1,1026.7,10,3.2,7,999.9,51.1,39,0,999.9,0,317
5,2021,11,5,05/11/2021,44.8,28.5,1026.6,10,3.4,7,999.9,51.1,39,0,999.9,0,386
5,2021,11,5,05/11/2021,44.8,28.5,1026.6,10,3.4,7,999.9,51.1,39,0,999.9,0,386
1,2014,11,3,03/11/2014,47.6,22.7,1018.6,10,6,11.1,24.1,61,39,0,999.9,0,625
6,2021,11,6,06/11/2021,45.9,28.8,1029.1,10,2.5,4.1,999.9,52,39,0,999.9,0,335
6,2021,11,6,06/11/2021,45.9,28.8,1029.1,10,2.5,4.1,999.9,52,39,0,999.9,0,335
2,2014,11,4,04/11/2014,59.5,23.7,1020,10,4.4,7,15,68,39,0,999.9,0,538
4,2021,2,25,25/02/2021,46,23.5,1014.8,10,8.2,13,27,54,39,0,2,0,269
4,2021,2,25,25/02/2021,46,23.5,1014.8,10,8.2,13,27,54,39,0,2,0,269
3,2021,3,10,10/03/2021,48,29,1032.1,10,5.3,8.9,15.9,64,41,0,999.9,0,224
3,2021,3,10,10/03/2021,48,29,1032.1,10,5.3,8.9,15.9,64,41,0,999.9,0,224
4,2021,3,11,11/03/2021,53.7,40.5,1024.3,7.3,2.6,7,999.9,71.1,41,0,999.9,1,287
4,2021,3,11,11/03/2021,53.7,40.5,1024.3,7.3,2.6,7,999.9,71.1,41,0,999.9,1,287
1,2021,11,22,22/11/2021,49.8,40.8,1011.9,9.7,5.1,8.9,18.1,55.9,41,0.03,999.9,1,314
1,2021,11,22,22/11/2021,49.8,40.8,1011.9,9.7,5.1,8.9,18.1,55.9,41,0.03,999.9,1,314
2,2019,2,5,05/02/2019,53.4,39.4,1014.5,9.6,999.9,999.9,999.9,64.9,41,0,999.9,0,570
6,2014,3,15,15/03/2014,49.9,24.2,1010,10,6.6,13,26,57.9,41,0,999.9,0,519
5,2021,12,3,03/12/2021,46.2,26,1010,10,7.5,12,27,57.9,41,0,999.9,0,343
5,2021,12,3,03/12/2021,46.2,26,1010,10,7.5,12,27,57.9,41,0,999.9,0,343
3,2014,12,3,03/12/2014,43.8,39.6,1021.7,5.4,6.1,12,21,46.4,41,0.09,999.9,0,569
1,2019,11,4,04/11/2019,48.5,29,1026.2,10,2.3,8,15,55.9,41,0,999.9,0,623
2,2019,11,5,05/11/2019,56,44.5,1022.4,10,2.6,6,999.9,61,41,0,999.9,0,440
4,2021,4,1,01/04/2021,48.6,37.4,1010.2,8.3,7.9,13,27,66.9,41,0.36,999.9,1,263
4,2021,4,1,01/04/2021,48.6,37.4,1010.2,8.3,7.9,13,27,66.9,41,0.36,999.9,1,263
7,2017,1,22,22/01/2017,44.5,43.6,1006.9,3.4,3.7,9.9,17.1,48.9,41,0,999.9,1,411
6,2012,11,10,10/11/2012,48,35,1025,7.9,2,14,20,54,41,0,999.9,0,444
5,2021,4,16,16/04/2021,46,36.8,1004,9.5,5.5,14,24.1,57.9,41,0.84,999.9,1,298
5,2021,4,16,16/04/2021,46,36.8,1004,9.5,5.5,14,24.1,57.9,41,0.84,999.9,1,298
6,2021,4,17,17/04/2021,48.6,34.8,1007.5,10,5.4,9.9,17.1,55.9,41,0.03,999.9,1,264
6,2021,4,17,17/04/2021,48.6,34.8,1007.5,10,5.4,9.9,17.1,55.9,41,0.03,999.9,1,264
4,2021,12,30,30/12/2021,45,41.7,1013.8,4.7,2.8,6,999.9,48.9,41,0.05,999.9,1,222
4,2021,12,30,30/12/2021,45,41.7,1013.8,4.7,2.8,6,999.9,48.9,41,0.05,999.9,1,222
3,2012,11,21,21/11/2012,46.5,32.7,1021.7,10,4.2,16.9,22,53.6,41,0,999.9,0,689
7,2014,4,20,20/04/2014,52.1,26.1,1030,10,6.6,11.1,18.1,68,41,0,999.9,0,393
4,2019,11,28,28/11/2019,49.2,32,1007.7,10,10.7,17.1,31.1,59,41,0.04,999.9,0,374
1,2014,4,21,21/04/2014,52,27.4,1021.8,10,3.6,8,999.9,66.9,41,0,999.9,0,521
2,2014,4,22,22/04/2014,59,44.3,1006.2,9.9,4.3,8.9,17.1,71.1,41,0,999.9,0,459
1,2021,4,26,26/04/2021,52,25.6,1014.2,10,7.4,11.1,22,63,41,0.12,999.9,0,300
1,2021,4,26,26/04/2021,52,25.6,1014.2,10,7.4,11.1,22,63,41,0.12,999.9,0,300
2,2021,4,27,27/04/2021,54.4,21.9,1017.9,10,2.7,8,15,64,41,0,999.9,0,273
2,2021,4,27,27/04/2021,54.4,21.9,1017.9,10,2.7,8,15,64,41,0,999.9,0,273
7,2012,12,2,02/12/2012,44.3,41,1026.9,3.9,3,15,999.9,53.6,41,0.08,999.9,1,455
